Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video,Resume,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD,Correspondance,Library_Exhibit,
"1748","De Vallance, Brendan","","","","","1","","","","","","","1","","","","",""
"1749","Devening, Dan","1958","","M","VPA Slide Collection; Oversize Drawer","1","1","","1","","1","","1","1","","","",""
"1750","Devine, Bret","","","M","","1","1","","","","1","","","","","","",""
"2764","Gordon, William J.","","","M","","1","","","1","","","","","","","","",""
"2765","Gore, Michael","","","M","","1","","","1","","1","","1","","","","1",""
"8846","DeWitt, Doug","","","M","ARC Gallery: November 2-26, 1994","1","","","","","","","","","","","",""
"1753","DeWolf, Wallace L.","1854","1930","M","","1","","","","","1","","1","","","","",""
"10215","De Van, Justine","1936","","F","","","","","","","","","","","","","",""
"1754","De Young, Harry Anthony","1893","1956","M","","","","","","","","","","","","","",""
"1679","Dejan, Joseph","1929","","M","","","","","","","","","","","","","",""
"1719","Denison, Dirk","","","M","","1","","","","","","","1","","","","",""
"1723","DePillars, Murray","","","M","","1","","","","","","","1","","","","",""
"1751","Devlin, Mike","","","M","","1","","","","","","","1","","","","",""
"1752","DeVries, Steven","","","M","","1","","","","","","","1","","","","",""
"9729","Dhanasene, Marisa","","","F","","1","","","","","1","","","","","","",""
"2766","Gorenstein, Hilda","1904","","F","","1","","","","","1","","1","","","","",""
"2767","Gorman, Terry","","","F","see Powers, Richard","","","","","","","","","","","","",""
"11339","Di Sante, Don","","","M","","1","","","","","1","","","","","","",""
"7736","Di Suvero, Mark","","","M","born in Shanghai","1","","","1","1","1","","1","","","","",""
"7223","Diab, Hanah","","","F","","","","","","","","","","","","","",""
"9680","Diamantopoulos, Rebekah","","","F","","","","","","","","","","","","","",""
"1755","Diamond, Marlene Barnett","1932","","F","","1","","","1","1","1","","1","","","","1",""
"1756","Dianni-Kaleel, Rita","","","F","","1","1","","1","","1","","1","","","","1",""
"1759","Diaz Tekpankalli, Aurelio","","","M","","1","1","","","","","","1","","","","",""
"1758","Diaz, Ricardo Manuel","","","M","Oversize Drawer;","1","","","1","1","1","","1","1","1","","",""
"1760","DiBartolo, Dante","1970","","M","","1","","","","","","","1","","","","",""
"1766","Dickson, Jane","1952","","F","","1","","","","","1","","","","","","",""
"1767","Dickson, Michael","1956","","M","","1","","","","","","","1","","","","",""
"8867","Dieber, Dianna","","","F","see Real People Exhibit","","","","","","","","","","","","",""
"1768","Diehl, Conrad","","","M","Active in Chicago c.1860-1871","","","","","","","","","","","","",""
"1769","Diem, Peter","1890","1956","M","Tree Studios","","","","","","","","","","","","",""
"1770","Dieringer, Ernest","1932","","M","","1","","","1","","","","","","","","",""
"1771","Dierkhising, Brooke","","","F","VPA Slide Collection","1","1","","1","","","","","","","","",""
"1761","Dickens, Robert Lee","1931","","M","Son of Robert Sidney Dickens","","","","","","","","","","","","",""
"2563","Dickey, Antonio","","","M","","1","","","","","","","1","","","","",""
"3553","Jacobsen, Zani","","","F","","1","","","","","","","1","","","","",""
"8925","Dickinson, Linda Ruth","","","F","","1","","","","","1","","","","","","",""
"1765","Dickinson, Paul","","","M","","1","","","","","","","1","","","","",""
"3554","Jacobson, Dean","1956","","M","","1","","","1","","","","","","","","",""
"10112","Diers, Chris","","","M","Chicago Urban Art Society: May 13 - June 4, 2011","","","","","","","","","","","","",""
"1773","Dietrich, Edward","","","M","ARC Gallery: September 5-27, 1986","1","","","1","","","","","","","","",""
"1774","Dietz, Eric","1968","","M","Beret International Gallery","1","","","","","","","1","","","","",""
"2677","Di Falco, Michele","","","F","","1","","","","","1","","","","","","",""
"1775","DiFatta, Sal","1975","","M","","1","","","","","","","1","","","","",""
"8924","DiFiore, Gabriel","","","M","","1","","","","","1","","","","","","",""
"1776","Diggs, Arthur","1888","","M","Member of No-Jury movement","1","","","","","","","1","","","","",""
"9003","DiGiovanni, Frank","","","M","","1","","","","","1","","","","","","",""
"12022","DiGiovanni, Susan Johnson","","","F","","","","","","","","","","","","","",""
"12135","Dihle, Josh","","","M","","1","","","","","","","1","","","","",""
"1777","Dilworth, Robert P.","1951","","M","HWLC Public Art collection","1","","","1","","1","","1","","","","",""
"1778","DiMaria, Frank","","","M","","1","","","","","1","","","","","","",""
"1779","Dimas, Eric","","","M","","1","","","","","","","1","","","","",""
"1781","Dina, Frank","","","M","","1","","","","","1","","","","","","",""
"9647","DiNanno, Daniel","","","M","","1","","","","","1","","","","","","",""
"1784","Dinerstein, Matt","","","M","","1","","","","","1","","","","","","",""
"1785","Dinkins, Brian","","","M","","1","","","","","1","","1","","","","",""
"1786","Dinkins, Fitzhugh D.","1920","1993","M","","1","","","","","","","1","","","","",""
"1787","D'Innocenzo, Lisa","","","F","","1","","","","","1","","","","","","",""
"1788","DiNuzzo, Nuccio","1965","","M","","1","","","1","","","","1","","","","",""
"1789","Dioszegi, John","","","M","","1","","","","","","","1","","","","",""
"6042","Dioszegi, Judy","","","F","","1","","","","","","","1","","","","",""
"1790","DiPaolo, Jude","","","F","Blue Moon Studio and Art Gallery; Gallery 312: February 10- March 18, 1995","1","1","","1","1","1","","1","","","","",""
"1791","Dishman, Claire","1960","","","","1","","","","","","","1","","","","",""
"1792","Disrud, James E.","1952","","M","","1","","","","","1","","","","","","",""
"1794","Divita, Rose","1953","","F","","1","","","","","1","","1","","","","",""
"1795","Dixon, Swazey","1938","","M","","","","","","","","","","","","","",""
"11492","Djordjevic, Predrag","1952","","M","","1","","","1","1","1","","","","","","",""
"10666","Dluzen, Robin","","","F","","1","","","1","1","1","","","","","","",""
"9259","Dobie, David","","","M","Heaven Gallery","1","","1","","","","","1","","","","",""
"1798","Dobkin, Irving","1919","1993","M","a.k.a. \"Bunny\"","1","","","","","","","1","","","","",""
"11471","Dobrosavljevic, Marina","","","F","","1","","","1","","1","","","","","","1",""
"1802","Doederlein, Gertrude L.","1903","1993","F","","","","","","","","","1","","","","",""
"1804","Doehner, Sven","1948","","M","","1","","","1","","1","","","","","","",""
"1805","Doemling, John Carl","","","M","","1","","","1","","","","1","","","","",""
"10513","Doering, Glenn","","","M","","1","","","","","1","","","","","","",""
"10241","Doering, Jay","","","M","","1","","","","","1","","","","","","",""
"1806","Doersch, Diane","","","F","","1","","","","","","","1","","","","",""
"1797","Dobos, Andrew","1897","","M","","1","","","","","","","1","","","","",""
"1799","Dobson, Steven","1922","1998","M","","1","","","","","","","1","","","","",""
"10329","Dock 6 Collective","","","","","1","","","","","1","","","","","","",""
"1800","Doctoroff, John","1893","1970","M","Century of Progress","1","","","","","","","1","","","","",""
"9114","Gorman, William J.","","","M","Chicago Artists' Coalition","1","1","","","","","","","","","","",""
"7224","Dodd, Kris","","","M","","","","","","","","","","","","","",""
"1803","Dodgshun, A. Van Cleef (Mrs.)","","","F","","","","","","","","","","","","","",""
"9344","Dodors, Eric","","","M","","1","","","","","1","","","","","","",""
"1809","Dohner, Luke","","","M","Brother of Markus Dohner; see also \"Flo Tilla\";  See also Oversize Drawer","1","","","","","1","","1","1","","","1",""
"1810","Dohner, Markus","1955","","M","Married to Michelle Kogan; VPA Slide Collection; Oversize Drawer","1","1","","1","","1","","1","1","","","",""
"1811","Doktor, Deborah","","","F","","1","","","","","1","","","","","","",""
"1812","Dolack, Linda","","","F","","1","","","","","1","","1","","","","",""
"1813","Dolan, Carol","","","F","see Fine Arts Building","1","","","","","1","","1","","","","",""
"1815","Dolan, Tom","","","M","Specialty - American Song Birds","1","","","","","","","1","","","","",""
"1816","Dolberg, Garrick","","","M","","","","","","","1","","","","","","",""
"1817","Dolby, John","","","M","","","","","","","","","","","","","",""
"1818","Doll, Catherine","","","F","VPA Slide Collection; ARC Gallery member;","1","1","","","","1","","1","","","","",""
"1819","Doll, Yvonne","","","F","","1","","","","","1","","","","","","",""
"13583","Werner, Charles G.","","","M","Chicago Sun Chief Cartoonist","","","","","","","","","","","","",""
"1821","Dolnick, Judith","1934","","F","Married to Robt. Natkin","1","","","1","","","","","","","","",""
"1822","Dolnick, Mimi","","","F","Artemisia Gallery: June 8- July 28, 1984; see Artemisia Gallery in Oversize Drawer;","1","","","","","1","","","1","","","",""
"1823","Doman, Eileen","1954","","F","","1","","","","","1","","","","","","",""
"1824","Domanski, Andrzej","1937","","M","","1","","","","","","","1","","","","",""
"1825","Domash, Nancy","","","F","","","","","","","","","","","","","",""
"10376","Dominguez, Alma","1976","","F","","1","","","1","1","1","","","","","","1",""
"10170","Dominguez, Salvador","","","M","CD-ROM;","1","","","1","","1","","","","","1","",""
"1826","Dominitz, Shlomo","","","M","","1","","","","","","","1","","","","",""
"1827","Don, Abbe","","","F","","1","","","","","","","1","","","","",""
"1828","Donagrandi, Rich","","","M","","1","","","","","1","","","","","","",""
"1829","Donahey, William","1884","1970","M","Creator of \"Teenie Weenies\"","1","","","","","","","1","","","","",""
"11493","Donahue, Jennifer","","","F","","1","","","1","","1","","","","","","1",""
"1830","Donahugh, Kelly","","","F","","1","","","","","","","1","","","","",""
"1831","Donaldson, Elise","","","F","WPA Artist","1","","","1","","1","","","","","","",""
"8922","Donars, Kimberly Ella","","","F","","1","","","","","1","","","","","","",""
"9393","Donchik, Vladimir","","","M","","1","","","","","1","","","","","","",""
"1833","Donigan, David","","","M","","1","","","","","1","","","","","","",""
"13584","Burck, Jacob","","","M","Chicago Times (Sun) editorial cartoons","","","","","","","","","","","","",""
"1836","Donnally, Bailey","","","M","","1","","","","","","","1","","","","",""
"1837","Donoghue, John Talbot","1853","1903","M","","","","","","","","","","","","","",""
"1838","Donohoo, Susan","","","F","","1","","","1","","","","","","","","",""
"1839","Donohue, Diane","","","F","","1","","","","","1","","","","","","",""
"1840","Donovan, Pat","","","M","","1","","","","","1","","","","","","",""
"10113","Don't Fret","","","M","Chicago Urban Art Society: May 13 - June 4, 2011","1","","","","","","","1","","","","",""
"13585","Harvey, Alice","1894","","F","","","","","","","","","","","","","",""
"1842","Dooley, Thomas E.","1951","1992","M","","1","","","","","","","1","","","","",""
"13592","Roir, Irving","1907","1981","M","Tribune 1947-1957","","","","","","","","","","","","",""
"12077","Dopp, Michael","","","M","","1","1","","1","1","1","","","","","","",""
"1844","Doremus, Susanne","1943","","F","","1","","","","","1","","1","","","","",""
"1845","Dorling, James P.","","","M","","1","","","1","","1","","","","","","",""
"1846","Dormitzer, Spencer","","","M","","1","","","","","1","","1","","","","",""
"1847","Dornbus, Kenneth","","","M","","","","","","","","","","","","","",""
"1848","Doroba, Janet","","","F","","1","","","","","1","","","","","","",""
"1849","Dorsey, Jane","","","F","see Kearns, Albert","","","","","","","","","","","","",""
"9139","Dostatni, Yvette Marie","","","F","","","","","","","","","","","","","",""
"9300","Doty, Craig","","","M","","1","","","","","","","1","","","","",""
"1852","Dougherty, Joan","1924","","F","Member of No-Jury movement","1","","","1","","","","","","","","",""
"1853","Dougherty, Mary","","","F","","","","","","","","","","","","","",""
"11312","Douglas, Emory","","","M","","1","","","","","1","","","","","","",""
"1854","Douglas, Gene","","","M","","","","","","","","","","","","","",""
"1855","Douglas, L.J.","1948","","F","VPA Slide Collection; Gallery A: June 7- July 6,1996","1","1","","1","","1","","1","","","","",""
"1856","Douthat, Milton","1905","","M","Married to Rifka Angel","","","","","","","","","","","","",""
"1857","Dove, Jan","","","F","","","","","","","","","","","","","",""
"9631","Dovilas, Henry","","","M","WPA Gallery of Environmental Art","1","","","","","1","","","","","","",""
"1858","Dovydenas, Jonas","1939","","M","VPA Slide Collection","1","1","","","","1","","1","","","","",""
"10475","Dowling, Julia","","","F","","1","","","","","1","","","","","","",""
"1860","Dowling, Katie","","","F","Oversize Drawer","1","","","","","1","","1","1","","","",""
"11958","Downey, Shannon","","","F","","1","","","","","","","1","","","","",""
"1862","Downie, Keith","","","M","ARC Gallery: September 7 - October 20, 1984","1","","","","","1","","","","","","",""
"11494","Downs, David Paul","","","M","","1","","","1","","1","","","","","","1",""
"1863","Doyle, Charlotte","","","F","a.k.a. Charlotte Hackin","1","","","","","1","","1","","","","",""
"10994","Doyle, John L.","","","M","","","","","","","","","","","","","",""
"11064","Doyle, Michael","","","M","","","","","","","","","","","","","",""
"1864","Doyle-Leavitt, Rita","","","F","","1","","","","","1","","","","","","",""
"1866","Draftz, Susan","","","F","VPA Slide Collection","1","1","","","","","","1","","","","",""
"9762","Dragovan, Lucija","","","F","","1","","","","","1","","","","","","",""
"11663","Drake, Ascha Kells","","","F","","","","","","","","","","","","","",""
"11495","Drake, Sara","","","F","","1","","","1","1","","","","","","","",""
"9996","Drake, William","","","M","Gallery 312","1","","","","","","","","","","","",""
"7226","Dramato, Richard","","","M","","","","","","","","","","","","","",""
"1867","Drasler, Greg","","","M","","1","","","","","1","","1","","","","",""
"1869","Drea, Robert","","","M","","1","","","","","1","","1","","","","",""
"11172","Dreambox Foto Gallery","","","","Oversized drawer","1","","","","","","","","1","","","",""
"11073","Dreher, Suzanne","","","F","","","","","","","","","","","","","",""
"1871","Dreikurs, Sadie Ellis Garland","","","F","Art Therapist; first husband, Chicago artist Leon Garland","","","","","","","","","","","","",""
"1872","Dreissiger, Harriet","","","F","","1","","","","","","","1","","","","",""
"1873","Dreksler, Diane","","","F","","1","","","","","","","1","","","","",""
"1874","Drendel, Bill","","","M","a.k.a. Drendel, William; see Webster Studios","1","","","","","1","","1","","","","",""
"1877","Drennan, Stamford","","","M","","1","","","1","","","","","","","","",""
"1879","Dresner, Hannah","","","F","VPA Slide Collection","1","1","","1","","1","","1","","","","",""
"1880","Drew, Chris","","","M","","1","","","","","1","","1","","","","",""
"1881","Dreyer, Deanne","","","F","","1","","","","","1","","1","","","","",""
"1882","Dreyfuss, Ernest","1903","1977","M","a.k.a. Ernest Emmanuel Dreyfuss","1","1","","","","1","","","","","","",""
"1883","Driesbach, David","1922","","M","","1","","","","","1","","1","","","","",""
"1885","Driscoll, Andrew","","","M","","1","","","","","1","","","","","","",""
"1886","Driscoll, Margaret","1916","","F","","","","","","","","","","","","","",""
"1887","Driscoll, Norma","","","F","","1","","","","","1","","","","","","",""
"1888","Drisi, Mohamed","1931","","M","Married to Nanette Drisi","1","","","","","1","","1","","1","","",""
"1889","Drisi, Nanette","1936","","F","Married to Mohammed Drisi","1","","","","","1","","","","","","",""
"12196","Drnaso, Nick","","","M","","1","","","","","","","1","","","","",""
"1891","Droblas, Ginger","","","F","VPA Slide Collection","1","1","","1","1","1","","","","","","",""
"1892","Drolet, Milke","","","M","VPA Slide Collection","1","1","","","","","","","","","","",""
"1893","Droth, Barbara","","","F","","1","","","","","1","","1","","","","",""
"1894","Drower, Sara","","","F","VPA Slide Collection","1","1","","","","","","1","","","","",""
"1895","Drucker, Joy","","","F","","1","","","","","1","","","","","","",""
"11643","Drueck, Denny \"Borns\"","","","M","","1","","","","","1","","","","","","1",""
"10811","Druick, Douglas","","","M","","1","","","","","","","1","","","","",""
"1896","Drum, Sydney","","","F","VPA Slide Collection","1","1","","","","1","","1","","","","",""
"1897","Drury, John H.","1816","","M","","","","","","","","","","","","","",""
"7893","Drwal, Frances V.","1926","2004","F","","1","","","","","","","1","","","","",""
"6043","Dryer, Jill","","","F","","1","","","","","1","","","","","","",""
"1898","Dryg, Renee","","","F","","1","1","","","","1","","1","","","","",""
"1899","Dthomas","","","","","1","","","","","1","","","","","","",""
"9106","Duarte, Roberto (Rodugo)","07/20/1969","","M","Chicago Artists' Coalition","1","1","","1","","","","","","","","",""
"1901","Duba, Kathy","","","F","","1","","","","","","","1","","","","",""
"1902","Dubeshter, Richard","","","M","","1","","","","","1","","1","","","","",""
"1903","Dubin, Kenneth","","","M","VPA Slide Collection","1","1","","1","","","","","","","","",""
"13588","Mingo, Norman","1896","1980","M","","","","","","","","","","","","","",""
"1905","DuBois, Alice","","","F","","1","","","","","1","","","","","","",""
"1906","DuBois, Renee","","","F","Carswell, Renee DuBois","1","1","","1","1","1","","","","","","",""
"1907","DuBouis","","","","Worked with Frank Lloyd Wright","1","","","1","","","","","","","","",""
"6044","Duenow, Eliza","","","F","education director at the Hyde Park Art Center","1","","","","","","","1","","","","",""
"1912","Duenow, Lynn","","","M","","1","","","","","1","","1","","","","",""
"10337","Duff, Penny","","","F","","1","","","","","","","1","","","","",""
"12557","Duchow, Terry","","","M","","1","","","","","1","","","","","","",""
"1909","Dudek, Stan","","","M","","1","","","","","1","","","","","","",""
"9890","Dudik, Nicole","","","F","Around the Coyote Gallery: December 1-22, 2006","1","","","","","","","","","","","",""
"1911","Dudley, Katherine","1884","","F","","","","","","","","","1","","","","",""
"10526","Dudziak, Magda","","","F","","1","","","","","1","","","","","","",""
"2768","Goskie, Tony","","","M","VPA Video Collection","1","","1","1","","1","","","","","","1",""
"3894","Duffy, Mike","","","M","","1","","","","","1","","","","","","",""
"9304","Dufour, Erika","","","F","","1","","","1","1","","","","","","","1",""
"9500","Dugan, Jeffrey","","","M","","1","","","","","1","","","","","","",""
"11384","Dugdale, James M.","","","M","","1","","","1","","","","","","","","",""
"10524","Duggan, Ryan","","","M","","1","","","","","1","","1","","","","",""
"1915","Duguid, Meg","03/29/1977","","F","Clutch Gallery;","1","","","1","1","1","","1","","","","",""
"1918","Dulkings, Susanna","","","F","","1","","","","","","","1","","","","",""
"9212","Dull, Darlene E.","","","F","","1","1","","","","","","","","","","",""
"9097","Dumenil, Karen J.","","","F","Chicago Artists' Coalition","1","1","","1","","1","","","","","","",""
"1919","Duncan, Patrick","","","M","","1","","","","","","","1","","","","",""
"1922","Dunlap, Beth","","","F","See: Picture Collection - Costumes; Archival File - Costumes; Oversize Drawer","1","","","1","","1","","","1","","","",""
"1923","Dunlap, David","","","M","","1","","","","","","","1","","","","",""
"1924","Dunlap, Samuel S.","","","M","","1","","","","","","","1","","","","",""
"1926","Dunn, Daniel","","","M","","1","","","","","1","","","","","","",""
"1927","Dunn, Darcy","","","F","","1","","","","","1","","","","","","",""
"1928","Dunn, Phil","","","M","","1","","","","","","","1","","","","",""
"1929","Dunne, Ted","","","M","Beret International Gallery","1","","","","","","","1","","","","",""
"1931","Dunsmore, Amanda Kay","","","F","","1","","","","","","","1","","","","",""
"1932","Durbin, Jen","","","F","","1","","","","","1","","","","","","",""
"9517","Durden, Jane Hixson","","","F","","1","","","","","1","","","","","","",""
"1933","Durish, James","","","M","","1","","","","","1","","","","","","",""
"1934","Durschlag, Cara","","","F","VPA Slide Collection","1","1","","","","1","","","","","","",""
"1935","Durzynski, F.A.","","","F","a.k.a. Florian Durzynski.  WPA artist","1","","","","","1","","1","","","","",""
"3895","Dworkin, Julie","","","F","","1","","","","","","","1","","","","",""
"1939","Dyer, Herman","1916","","M","","","","","","","","","","","","","",""
"1940","Dyer, Kathryn Hermann","","","F","","1","","","1","","","","","","","","",""
"1941","Dypold, Pat","","","F","","1","","","","","1","","","","","","",""
"1942","Dyrek, Tony","1958","","M","VPA Slide Collection","1","1","","","","","","1","","","","",""
"1943","Dziduch, Jadwiga","","","F","Female; VPA Slide Collection","1","1","","1","","1","","","","","","",""
"10410","Eagon, Janine","","","F","","1","","","1","1","","","","","","","",""
"1946","Eakin, Garret","","","M","","1","","","1","","","","","","","","",""
"1947","Earl, Grace","","","F","","1","","","1","","","","","","","","",""
"1948","Earle, Lawrence Carmichael","1845","1921","M","World's Columbian Exposition","1","","","","","1","","1","","","","",""
"1949","Eason, Diana","","","F","","1","","","","","1","","1","","","","",""
"1950","Easter, Dana","","","F","","1","","","","","","","1","","","","",""
"1951","Easton, John Q.","","","M","","1","","","1","","","","","","","","",""
"10996","Eaton, Charles","","","M","","","","","","","","","","","","","",""
"1952","Eaton, Herbert","1949","","M","","","","","","","1","","","","","","",""
"1953","Eaton, James W.","","","M","VPA Slide Collection","1","1","","1","","","","1","","","","",""
"12083","Eaton, Kathleen","1941","","F","","1","1","","1","1","","","","","","","",""
"11496","Eberhard, Barbara","","","F","","1","","","1","1","1","","","","","","",""
"11065","Eberlin, Pamela J.","","","F","","","","","","","","","","","","","",""
"1954","Eboigbe, Felix","","","M","","1","","","","","","","1","","","","",""
"1955","Ebright, Lisa","","","F","VPA Slide Collection","1","1","","1","","1","","","","","","",""
"1956","Ecale, Evelyn Schwartz","","","F","","1","","","","","1","","","","","","",""
"11044","Echavarria-Tamayo, Humberto","","","M","","","","","","","","","","","","","",""
"1958","Eckard, David","1964","","M","","1","","","1","","1","","1","","","","",""
"1959","Ecker, Chris","","","M","","1","","","","","","","1","","","","",""
"1960","Eckert, Kurt","","","M","","1","","","1","","1","","1","","","","",""
"10775","ED JR.","","","","","1","","","","","1","","1","","","","",""
"1965","Eddleston, David","","","M","","1","","","","","1","","","","","","",""
"1966","Eddy, Arthur Jerome","","","M","Art Collector","1","","","","","","","1","","","","",""
"10147","Eddy, Austin","","","M","","1","","","","","","","1","","","","",""
"4768","Eddy, Ellen Anne","","","F","VPA Slide Collection","1","1","","1","1","","","1","","","","",""
"1968","Edelberg, Jacqueline","","","F","","1","","","","","","","1","","","","",""
"1969","Edelson, Alan","","","M","","1","","","","","","","1","","","","",""
"1970","Edelstein, Phyllis","","","F","","1","","","","1","","","","","","","",""
"1971","Edgardo, Vicente","","","M","Chicago Artists' Coalition","1","1","","1","","","","1","","","","",""
"1972","Edgcomb, John O.","1961","","M","","1","","","","","1","","","","","","",""
"1973","Edgley, Wendy","1978","","F","","1","","","","","","","1","","","","",""
"9147","Edmondson, Melody","","","F","Chicago Artists' Coalition","1","1","","","1","","","","","","","",""
"9401","Edsey, Mary","","","F","","1","","","","","","","1","","","","",""
"12558","Edward, Daniel","1979","","M","","1","","","1","1","1","","","","","","",""
"12397","Ehrke, Shawn Patrick","1968","","M","","1","1","","1","1","1","","","","","","1",""
"1985","Ehrlich, Martha","","","F","","1","","","1","","1","","1","","","","",""
"1987","Ehrman, Regan W.","","","M","","1","","","","","","","1","","","","",""
"6509","Richards, David","","","M","ARC Gallery: September 7 - October 20, 1984 - Perminant Art in Logan Square Branch","1","","","1","1","1","","1","","","","",""
"1978","Edwards, Virginia","","","F","","1","","","1","","","","","","","","",""
"11907","Edwynn Houk Gallery","","","","Gallery located at 233 E. Ontario St.","1","","","","","1","","","","","","",""
"10830","Egan, Natasha","","","F","Museum of Contemporary Photography","1","","","","","","","1","","","","",""
"1980","Egan, Paul Holinger","","","M","","1","","","","","1","","","","","","",""
"1982","Eggers, Jill","","","F","VPA Slide Collection","1","1","","","","1","","","","","","",""
"10274","Eggert, James","","","M","","1","","","1","","","","","","","","",""
"1983","Eggleston, Margaret","","","F","VPA Slide Collection","1","1","","","","1","","","","","","",""
"9608","Eichhorn, Stephen","","","M","","1","","","1","","1","","1","1","","","",""
"1989","Einecker, Stuart M.","","","M","","1","","","","","","","1","","","","",""
"1993","Eisbrenner, Robt. Louis","1960","1996","M","Gallery 312","1","","","","","","","1","","","","",""
"1990","Eiseman, Nancy","1960","","F","","1","","","","","","","1","","","","",""
"1991","Eisenberg, Cheri","","","F","Artemisia Gallery:March 2-31, 1990; ARC Gallery: September 7 - October 20, 1984","1","","","","","1","","1","","","","",""
"11106","Eisenstein, Sergei","","","M","","","","","","","","","","","","","",""
"1994","Eitel, Cliffe","","","","","1","","","","","1","","1","","","","",""
"1995","Eitzen, Diane Von","","","F","","1","","","1","","","","","","","","",""
"9496","Ekberg, Adam","","","M","","1","","","","","1","","","","","","",""
"1996","Ekman, Harry J.","1924","1999","M","","1","","","","","","","1","","","","",""
"1997","Ekman, Stan","","","M","","1","","","","","1","","","","","","",""
"1998","El Melliiti, Dominique","","","M","Married to photographer Cristin Nestor","1","","","","","","","1","","","","",""
"11365","Elahi, Sabba S.","","","","","1","","","","","1","","","","","","",""
"11828","Wallace, Jonathan D.","","","M","","1","","","","","1","","1","","","","",""
"10103","Elam, Barbara","","","F","","1","","","","","1","","","","","","",""
"11519","Elastic Arts","","","","gallery","1","","","1","","1","","","","","","",""
"2000","Elfont, C.J. (Chuck)","1939","","M","","1","","","","","1","","","","","","",""
"2002","Eliet, Leslie","","","F","","1","","","","","1","","1","","","","",""
"9757","Elizabeth, Anne","","","F","","1","","","","","","","1","","","","",""
"2003","Elkin, Renee S.","","","F","VPA Slide Collection","1","1","","1","1","1","","","","","","",""
"3896","Elkins, James","","","M","","1","","","","","","","1","","","","",""
"7229","Elkins, Janice","","","F","","1","","","","","1","","1","","","","",""
"2006","Elkuss, Bronwyn","","","F","","1","","","","","","","1","","","","",""
"2007","Elledge, Paul","","","M","","1","","","","","1","","1","","","","",""
"2009","Elliot, Alexandra","","","F","","1","","","1","","1","","","","","","",""
"2010","Elliot, Bert","","","M","","1","","","","","","","1","","","","",""
"9335","Elliot, Bruce","","","M","","1","","","","","","","1","","","","",""
"2012","Elliot, Peter","","","M","Photojournalist","1","","","","","","","1","","","","",""
"2013","Elliott, Roberta","1952","","F","","1","","","","","1","","1","","","","",""
"10861","Ellis, Auburn","3/29/1984","","M","","1","","","1","1","1","","","","","","",""
"2014","Ellison, Dade","1918","1993","","","1","","","","","","","1","","","","",""
"2015","Ellison, Walter","1899/1900","1977","M","WPA Artist","","","","","","","","","","","","",""
"2016","Ellithorpe, Clark Robert","","","M","Northern Illinois University: January 10 - February 8, 1986 - see poster Space 900 Group","1","","","1","1","1","","1","1","","","",""
"2017","Ellstrand, Beverly","","","F","VPA Video Collection.  VPA Slide Collection","1","1","1","1","1","1","","1","","1","","1",""
"4232","Elms, Willard","","","M","","","","","","","","","","","","","",""
"2018","Elniski, Jim","","","M","","1","","","","","","","1","","","","",""
"11378","Elozua, Raymon","1947","","","","1","","","1","","1","","","","","","",""
"9945","Roth, David","","","M","Beret International Gallery; - Son of Al Ross and Sylvia Roth","","","","","","","","","","","","",""
"2020","Elston, Elston","","","M","","1","","","","","1","","","","","","",""
"2021","Elvgren, Gillette A.","","","M","","1","","","","","","","1","","","","",""
"2022","Elvis, Roberta","","","F","WPA Artist","1","","","","","","","1","","","","",""
"10917","Emas, Toria O.","","","F","","","","","","","","","","","","","",""
"8921","Embach, Edward","1972","","M","","1","","","","","1","","","","","","",""
"2023","Emerson, Alyce","","","F","","1","","","","","1","","","","","","",""
"2024","Emerson, John W.","1921","1966","M","","1","","","","","1","","","","","","",""
"2025","Emery, Janette","","","F","","1","","","","","1","","","","","","",""
"2026","Emmerman, Linda","1955","","F","","1","","","1","","","","","","","","",""
"2027","Emrich, Bill","","","","","1","","","","","","","1","","","","",""
"2028","Ender, Herbert","","","M","","1","","","","","","","1","","","","",""
"2029","Endsley, Fred","","","M","","1","","","","","1","","1","","","","",""
"8408","Yager, Richard","1910","1995","M","Buck Rogers","1","","","","","","","1","","","","",""
"2032","Engelhard, Gordon","1959","","M","VPA Slide Collection","1","1","","","","","","","","","","",""
"2033","Engelstein, Shirley","","","F","","1","","","1","1","1","","1","","","","",""
"2034","Engen, Berits","1955","","M","","","","","","","","","","","","","",""
"2035","Engerle, Rudolph","","","M","","","","","","","","","","","","","",""
"2769","Goss, Bernard","","","M","WPA Artist; At one time married to Margaret Burroughs","","","","","","","","","","","","",""
"10183","Engle, David","","","M","","1","","","","","1","","","","","","",""
"2036","Engle, Harry Leon","1870","","M","","1","","","1","","","","1","","","","",""
"2037","Engle, Nita","","","F","","1","","","","","","","","","","","",""
"2053","Engler, Robert Klein","","","M","","","","","","","","","","","","","",""
"2041","English, Christopher","","","M","","1","","","","","","","1","","","","",""
"2042","Enkelmann-Reed, Amy","","","F","","1","","","","","1","","","","","","",""
"10997","Enkey, Robert","","","M","","","","","","","","","","","","","",""
"2043","Ennes, Wendy","","","F","","1","","","","","1","","","","","","",""
"2770","Goss, Michael","","","M","","1","","","","","1","","1","","","","",""
"2044","Enochian, Sara I.","","","F","","1","","","1","","","","","","","","",""
"2045","Enojas, Arne","","","M","VPA Slide Collection","1","1","","","","","","","","","","",""
