Artist_Accession_Number,Name,DOB,DOD,Gender,Notes,File,Slides,Video(s),Resume/Vita,Artist_Statement,Gallery_Notice,Review,Article,Poster,Folio,CD-ROM,Correspondance,Library_Exhibit,,
5400,"Mundstock, Curt A.",1966,NULL,M,"Exhibit Art Departmnet Jun 2-29, 1953 (illumination)",1,0,0,1,0,1,0,0,0,0,0,0,1,,
13316,"Mustell, Robert R.",NULL,NULL,M,"Exhibit Art Departmnet Jul 2-30, 1960 (antique glass)",1,0,0,1,0,0,0,0,0,0,0,0,1,,
5444,"Nack, Kenneth",1923,NULL,M,"Exhibit Art Departmnet Dec 3-29, 1951 (painting)",1,0,0,1,0,1,0,1,0,0,0,0,1,,
161,"Anderson, Laurie",1947,NULL,F,Oversize Drawer;,1,0,0,0,0,1,0,1,1,0,0,0,0,,
11797,"Hammond, Harmony",1944,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
3749,"Juarez, Roberto",1952,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4001,"King, Linda",1951,NULL,F,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
10941,"Van Vliet, Claire",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12876,Sanity-In-Art,NULL,NULL,NULL,Arts movement founded by Josephine Hancock Logan,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11316,"Sansing, Max",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
6859,"Santana, Enrique Romero",1947,NULL,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
6861,"Santora, Gerald",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
6860,"Santiago, Filemon",1958,NULL,M,HWLC Public Art Collection Lozano Branch,1,0,0,1,0,1,0,1,1,0,0,0,0,,
3109,"Havens, Leonard",1914,NULL,M,WPA Artist,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8590,"Thrash, Dox",1893,1965,M,WPA,1,0,0,0,0,1,0,0,0,0,0,0,0,,
7271,"Sigler, Hollis",1948,2001,F,"HWLC Public Art Collection; VPA Slide Collection; Oversize Drawer;\nArtemisia Gallery: June 8 - July 28, 1984; Gallery 312: June 26 -August 8, 1998;Gallery A: June 7- July 6,1996",1,1,0,1,0,1,0,1,1,0,0,0,0,,
7356,"Sloan, Jeanette Pasin",1946,NULL,F,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
7459,"Sonneman, Eve",1946,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9919,"Vath, Mary Jo",1956,NULL,F,"ARC Gallery: September 7 - October 20, 1984",0,0,0,0,0,0,0,0,0,0,0,0,0,,
4679,"Lum, Bertha Boynton",1869,1954,F,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,,
6884,"Satz, Janet Maas",1933,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
6885,"Saucelito, Sass",NULL,NULL,F,"see: Macaluso, Nicole",0,0,0,0,0,0,0,0,0,0,0,0,0,,
10727,"Saunders, Jake",NULL,NULL,M,NULL,1,0,0,1,1,1,0,0,0,0,0,1,0,,
13373,"Vysekal, Edouard Antonin",1890,1939,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
6888,"Saunders, Theodore",1908,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
6889,"Saunders, Wade",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
6890,"Sauve, Brian",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
6891,"Sauve, Gregg",NULL,NULL,M,see also: Flo Tilla,1,0,0,0,0,1,0,0,0,0,0,0,0,,
6893,"Savage, Karen",1948,NULL,F,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,1,0,,
132,"Amenoff, Gregory",1948,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4377,"Latham, Barbara",1896,1989,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
11430,"Wilson, Edward Arthur",1886,1970,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10070,"Rollman, Charlotte",1947,NULL,F,"NIU Art Museum: February 10- March 18, 1994",1,0,0,0,0,1,0,0,0,0,0,0,0,,
6980,"Schroetter, Maria Malliczky",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
2084,"Estes, Richard",1936,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
7647,"Stoddard, Paul",NULL,NULL,M,WPA Artist,0,0,0,0,0,0,0,0,0,0,0,0,0,,
8049,"Wayne, June Claire",1918,NULL,F,Founder of Tamarind Lithographic studio,1,0,0,0,0,1,0,1,0,0,0,0,0,,
8937,"Falstrom, Amy",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10218,"Smith, Paul Anthony",1988,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9120,"Lanzolla, Leonarte",1958,NULL,M,Italian; Chicago Artists' Coalition; not Chicago?,1,1,0,1,1,0,0,0,0,0,0,0,0,,
11220,"LaPage, Veronica",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4352,"Lapin, Michael",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4353,"Lappe, Steven M.",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,1,0,0,0,0,0,0,0,,
4357,"Larmee, Kevin",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4358,"LaRose, Steve",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4360,"Larsen, Kim Soren",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
7216,"Sheehan, Thomas",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8971,"Sheehan, Tom",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
7141,"Sheesley, Joel C.",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,1,0,0,0,0,0,1,0,,
7142,"Sheets, Elizabeth",NULL,NULL,NULL,VPA Slide Collection,1,1,0,1,1,1,0,0,0,0,0,0,0,,
4362,"Larsen, Mae Sybil",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4363,"Larson, Dinell or D'Nell",1970,NULL,F,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
4364,"Larson, Fred T.",1871,1937,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4365,"Larson, Gary",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4366,"Larson, J.D.",NULL,NULL,NULL,NULL,1,0,0,1,1,0,0,0,0,0,0,0,0,,
4367,"Larson, Martha A.",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9177,"Larson, Nate",NULL,NULL,M,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
4369,"Larson, Wenche",NULL,NULL,F,Owner of Blue Moon Studio & Art Gallery; \nBlue Moon Studio and Art Gallery,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4370,"LaSalle, Janet",1923,1995,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4372,"Lash, Mike",1961,NULL,M,VPA Slide Collection - Director of Public Art/DCASE,1,1,0,1,0,1,0,1,0,0,0,0,0,,
4373,"Lasko, Leonardo",NULL,NULL,M,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
11861,"Lassahn, Jeff",NULL,NULL,M,NULL,1,0,0,1,1,1,0,0,0,0,0,1,0,,
4374,"Lassar, Richard E.",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4376,"Laszuk, Dennis",1952,NULL,M,VPA Slide Collection,1,1,0,0,0,1,0,0,0,0,0,0,0,,
12152,"Latiker, Peggy",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10661,"Latinovich, Ann",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9372,"Lahvic, Kevin",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4378,"Latz, Bill",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4379,"Lau, Betty Jane",NULL,NULL,F,VPA Slide Collection;\nArtemisia Gallery,1,1,0,0,0,1,0,0,0,0,0,0,0,,
4380,"Lau, Kwok Wai",1930,NULL,M,NULL,0,0,0,1,0,0,0,1,0,0,0,0,0,,
4383,"Lauer-Cheene, Julia",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4384,"Lauerman, Ardith",1917,1991,F,VPA Slide Collection,1,1,0,0,0,1,0,1,0,0,0,0,0,,
4386,"Laugen, Meliz",NULL,NULL,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4390,"Laurent, Richard",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10433,"Lauri, Esteen",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4391,"Laurin, Beth",NULL,NULL,F,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
4392,"Laurin, Denise",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4393,"Lauter, Flora",NULL,NULL,F,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,,
4394,"Lautner, Vida",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4395,"Lavaron, Leonide C.",1866,1931,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4396,"Lavicka, Bill",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4398,"Law, Katie Jarman",NULL,NULL,F,VPA Slide Collection,1,1,0,0,0,1,0,0,0,0,0,0,0,,
4399,"Lawrence, Ann M.",1989,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
4400,"Lawrence, Conrad",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4401,"Lawrence, David",NULL,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
4402,"Lawrence, Jim",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4403,"Lawrence, Shirley",NULL,NULL,F,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
12738,"Lawrence, Sterling",1980,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
10207,"Shelton, Matthew",1974,NULL,M,"VPA exhibit 4/6 - 6/8, 2012",1,0,0,1,1,1,0,0,0,0,0,1,1,,
7147,"Shen, Ignatius",1936,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
7148,"Sheng, Shan-Shan",1957,NULL,F,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
4404,"Lawrie, Lee",1877,NULL,M,Century of Progress Exposition,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4405,"Lawson, Clarence",1910,1988,M,WPA Artist,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11546,"Layton, Elizabeth",NULL,NULL,F,Exhibited at library in 1986,1,0,0,0,0,0,0,1,0,0,0,0,1,,
4406,"Lazar, Arthur",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4407,"Lazar, Vesna",NULL,NULL,F,Oversize Drawer.  Suite Home Chicago,1,0,0,0,1,1,0,1,1,0,0,1,0,,
4408,"Lazarczyk, Jolanta M.",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
4409,"Lazard, Alice A.",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
4410,"Lazarus, Jason",1975,NULL,M,NULL,1,0,0,1,1,1,0,1,0,0,0,0,0,,
8886,"Le Petit, Denise",1958,NULL,F,Drake Hotel window,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4411,"Le, Hiep",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4412,"Lea, Tom",1907,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4413,"Leaf, June",1929,NULL,F,Alan Koppel Gallery:,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4414,"League, Jefferson",1892,NULL,M,Thomas Jefferson League WPA Artist,1,0,0,0,0,0,0,1,0,0,0,0,0,,
8850,"Leahy, Beth Ann",NULL,NULL,F,oil; see Fine Arts Building,1,0,0,0,0,0,0,0,0,0,0,0,0,,
4415,"Leahy, Shannon",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11152,"Leandro, Melissa",NULL,NULL,F,Exhibit Sulzer Library March 2014,1,0,0,0,0,1,0,1,0,0,0,0,1,,
10402,"Learner, Jenny",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
10935,"Leary, Daniel",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4416,"Leary, David",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
8859,"Lease, Robert",NULL,NULL,M,see see Fine Arts Building,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4417,"Leavitt, Fred",1941,NULL,M,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
4418,"Leavitt, R. Charlotte Doyle",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9701,"Leavitt, Steven",NULL,NULL,M,Aron Packer Gallery:,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4419,"Lebajo, Raul",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4420,"Lebedinsky, Aron",1908,1983,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12322,"Leblanc, Marc",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10305,"LeBreton, Laurie Wessman",NULL,NULL,F,Exhibit West Lawn Branch March 2014,1,0,0,1,1,1,0,0,0,0,0,1,1,,
4424,"Leder, Alan",NULL,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
11293,"Lederman, Ellen Carr",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10300,"Lee, Alexandra (ATYL)",NULL,NULL,F,Exhibit Bucktown-Wicker Park Branch May 2012,1,0,0,1,1,1,0,1,0,0,0,1,1,,
4427,"Lee, Annie (Ann Francis)",NULL,NULL,F,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
4428,"Lee, Carolyn",1932,NULL,F,Nee Noble,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4429,"Lee, Craig",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
4430,"Lee, Deanna C.",NULL,NULL,F,NULL,1,1,0,1,0,1,0,1,0,0,0,0,0,,
4431,"Lee, Diane",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4432,"Lee, Do-Hyung",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10199,"Lee, Dyne",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
11188,"Lee, George",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
10429,"Lee, Jeremiah",NULL,NULL,M,musical instruments,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9515,"Lee, JiYoun",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4434,"Lee, Joan",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4435,"Lee, Larry",1962,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4436,"Lee, Leila",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10953,"Lee, Leon",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4437,"Lee, Li Lin",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4439,"Lee, Linda",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4440,"Lee, Miki",NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4441,"Lee, Min-Woo",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,1,0,0,0,0,0,0,0,,
9594,"Lee, Pamela J.",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4442,"Lee, Robert",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11624,"Lefley, Janet",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11362,Left Handed Wave,NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4453,"Leftwich, Wilma",1935,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11924,"Leggett, David",1980,NULL,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
4454,"Le Grand, Peter",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4455,"Le Greco, Paul",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
10355,"Lee, Su Jin",NULL,NULL,NULL,Exhibit Humboldt Park Branch May 2012,1,0,0,1,0,1,0,0,0,0,0,0,1,,
4443,"Lee, Tom",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4445,"Leeb, Susan Resnick",1944,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,1,0,,
4446,"Leeming, Tim",NULL,NULL,M,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,,
9503,"Leenaars, Kirsten",NULL,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4456,"Lehar, Kathryn",NULL,NULL,NULL,"VPA Slide Collection;\nArtemisia Gallery:March 2-31, 1990;\nArtemisia Gallery: June 8 - July 28, 1984",1,1,0,1,0,1,0,0,0,0,0,0,0,,
4457,"Lehman, Julie Ann",1938,1998,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4458,"Lehman, Mahrea",NULL,NULL,F,"see Cramer, S. Mahrea",0,0,0,0,0,0,0,0,0,0,0,0,0,,
4459,"Lehman, Richard L.",1923,1999,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
9585,"Lehner, Anna",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
10089,"Lehnerer, Alex",NULL,NULL,M,See Department of Urban Speculation file;,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4460,"Lehrer, Riva",NULL,NULL,F,"Oversize Drawer;\nArtemisia Gallery:March 2-31, 1990 - Disabled Artist",1,0,0,1,0,1,0,1,1,0,0,0,0,,
9291,"Leigh, Elizabeth (Betty)",NULL,NULL,F,NULL,1,0,0,1,1,0,0,1,0,0,0,0,0,,
9111,"Leijenhorst, Masako van",NULL,NULL,M,Chicago Artists' Coalition,1,1,0,0,0,0,0,0,0,0,0,0,0,,
9619,"Leinwohl, Stef",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
9720,"Leitten, Sarah",NULL,NULL,F,NULL,1,0,0,1,1,1,0,0,0,0,0,0,0,,
11570,"Lelen, Urszula",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,1,0,,
6088,"Lemaster, Jeff",1973,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4464,"Leming, Warren",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4465,"Lemon, Jack",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4466,"Lemos, Julia",1842,1923,F,"Survivor of Great Chicago Fire; painted ""Memories of the Chicago Fire in 1871,"" now in the Chicago Historical Society",0,0,0,0,0,0,0,0,0,0,0,0,0,,
9361,"Lempa, Mary Flock",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
12743,"Lenahan, Jack",NULL,NULL,M,Sun-Times,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4472,"Lenzi, Alfredo",1909,NULL,NULL,WPA Artist,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4473,"Leoff, Barbara",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4474,"Leonard, James",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4467,"Lenart, Susan",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11019,"Lending, Raymond",NULL,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4468,"Lenehan, Daniel",1964,NULL,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
11946,Leners Amy,NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
9724,"Lenkowski, Mike",1984,NULL,M,"Cd-ROM's ""Mike Lenkowski April 6, 2011 Submission""  ""Mike Lenkowski Mar 18, '09""",1,0,0,1,1,1,0,1,0,0,1,1,0,,
10448,"Lennard, Angee",NULL,NULL,F,Spudnik Press,1,0,0,0,0,1,0,1,0,0,0,0,0,,
11656,"Lenoir, Blake",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,1,
4470,"Lenting, John",1946,NULL,M,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4475,"Leonard, Marsha",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
3028,"Hansen, Oscar J.",1892,1964,M,WPA Artist  also spelled Oskar Hansen,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4477,"Leonard, Sandra",NULL,NULL,F,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
4478,"Leonard, Steve",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4479,"Leonard, Yvonne",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4480,"Leopold, Samuel",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4481,"LePell, Corban",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4482,"Lepinot, Jody",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4483,"Lepionka, Lara",NULL,NULL,F,VPA Slide Collection,1,1,0,1,0,0,0,0,0,0,0,0,0,,
10488,"Lerma, Jose",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
10270,"Lerman, Elise Pike",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8883,"Lerner, Alan",NULL,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4485,"Lerner, Arthur",1929,NULL,M,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4486,"Lerner, Nathan Bernard",1913,1997,M,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
4489,"Lesher, Miegan",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4490,"Leslie-Snyder, Ann",1950,NULL,F,NULL,1,0,0,0,0,1,0,1,0,0,0,0,0,,
4491,"Lessing, Glynnis",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4488,"Leszczynski, Janet",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4492,"Letinsky, Laura L.",1962,NULL,F,"N.A.M.E. Gallery Oct 13-Nov 10, 1995;",1,0,0,1,0,1,0,1,0,0,0,0,0,,
4493,"Letman, Carl",NULL,NULL,M,VPA Slide Collection,1,1,0,0,1,0,0,0,0,0,0,0,0,,
4494,"Leto, Tina",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11879,"Letts, K.A.",NULL,NULL,NULL,NULL,1,0,0,0,1,1,0,0,0,0,0,0,0,,
9167,"Levant, Marianna",1979,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
11343,"Levato, Lauren",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
8990,"LeVeau, Jean",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4496,"Leveille, Bert",10/3/49,NULL,M,Chicago Artists' Coalition,1,1,0,1,1,1,0,0,0,0,0,0,0,,
4497,"Levenson, David Martin",NULL,NULL,M,VPA Slide Collection,1,1,0,1,0,0,0,1,0,0,0,0,0,,
12745,"Levenshon, Lucille",1928,2003,F,worked for CPL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4504,"Levin, Susie",NULL,NULL,F,"see Levin, Mitch",1,0,0,0,0,0,0,1,0,0,0,0,0,,
4505,"Levine, Arthur M.",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4507,"Levine, Robyn",NULL,NULL,F,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4498,"Levesque, Diane",NULL,NULL,F,"Mythiopians: January 24- March 16, 2003",1,0,0,1,0,1,0,1,0,0,0,0,0,,
11527,"Levi, Lorraine",NULL,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4499,"Levin, Bradley",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4501,"Levin, Jamie",1960,NULL,F,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4502,"Levin, Mitch",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4503,"Levin, Pamela Gilford",1951,NULL,F,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,1,0,,
4500,"Levin, Ellen",NULL,NULL,F,VPA Slide Collection,1,1,0,1,1,1,0,1,0,0,0,0,0,,
4508,"Levins, Mildred",NULL,NULL,F,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4509,"Levinson, Betto",1910,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
11566,"Levinson, Katie",NULL,NULL,F,NULL,1,0,0,1,0,1,0,0,0,0,0,0,0,,
4510,"Levinson, Sharlene",NULL,NULL,F,NULL,1,0,0,1,0,0,0,0,0,0,0,0,0,,
4511,"Leviton, Jay",NULL,NULL,M,NULL,1,0,0,0,0,0,0,1,0,0,0,0,0,,
4512,"Levstik, Frank (Richard) Jr.",1908,1985,M,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4513,"Levy, Beatrice S.",1892,1974,F,WPA Artist,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4514,"Levy, Don",NULL,NULL,M,NULL,1,0,0,0,0,1,0,0,0,0,0,0,0,,
4515,"Levy, Nina",NULL,NULL,F,VPA Slide Collection,1,1,0,0,0,1,0,1,0,0,0,0,0,,
4516,"Lewenz, Lisa C.",NULL,NULL,F,NULL,1,0,0,1,0,1,0,1,0,0,0,0,0,,
4518,"Lewis, Barbara K.",1925,NULL,F,VPA Slide Collection,1,1,0,0,0,0,0,0,0,0,0,0,0,,
